,LEASED,LEASED,READY,LEASED,LEASED,READY,LEASED,LEASED,LEASED,LEASED,READY,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,READY,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,READY,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,READY,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,READY,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,READY,,,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,READY,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,Excluded,LEASED,READY,LEASED,LEASED,LEASED,READY,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,READY,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,Excluded,LEASED,READY,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,LEASED,READY,LEASED,Excluded,Excluded,LEASED,LEASED,LEASED,,,
Jan 21,READY,1800,2200,READY,1700,1200,2000,2500,READY,READY,1800,1900,"1,800",1700,1750,2200,1700,1800,2200,1700,2200,2100,2200,READY,1400,1600,1500,1800,1800,1400,1300,1600,1600,READY,1700,1600,1600,"1,800",1600,1900,1800,READY,1800,READY,READY,2400,1550,2000,READY,1600,2000,2000,READY,Tenant HK,1350,1700,1800,2200,1650,READY,READY,READY,READY,2200,,2200,READY,2300,2500,1800,1800,READY,1800,2000,READY,1800,2000,READY,READY,2300,2100,1600,READY,UNPAID,2300,1800,READY,READY,READY,2200,2200,1850,1900,2500,2100,READY,1800,READY,READY,N/A,READY,READY,READY,N/A,READY,Ready,N/A,N/A,,,1800,1800,1700,1800,1800,1800,1300,2400,1500,"1,125","1,125",1700,2100,1500,1200,1250,READY,READY,3600,1900,READY,Tenant HK,1600,1800,READY,"2,400",1800,2000,2200,1800,READY,2500,1900,1300,1150,1200,1200,READY,READY,2000,1500,1500,READY,READY,"1,900",READY,2000,N/A,READY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,2200,2100,,,
Feb 21,READY,1800,2200,READY,1700,1200,2000,2500,READY,2000,1800,1900,"1,800",1700,READY,2200,1700,1800,2200,1700,2200,2100,2200,READY,1400,1600,1500,1800,1800,1400,1300,1600,UNPAID,READY,1700,1600,1600,"1,800",1600,1900,1800,READY,1800,READY,READY,2400,1550,2000,READY,1600,2000,READY,READY,Tenant HK,1350,1700,1800,2200,1650,READY,READY,READY,READY,2200,2000,2200,READY,2300,2500,1800,1800,READY,1800,2000,READY,1800,2000,READY,READY,2300,2100,READY,1600,UNPAID,2300,1800,READY,READY,READY,2200,2200,1850,1900,2500,2100,READY,1800,READY,READY,N/A,READY,READY,READY,N/A,READY,Ready,N/A,N/A,,,1800,1800,1700,1800,1490,1800,1300,2400,1500,"1,125","1,125",1700,2100,1500,1200,1250,READY,READY,3600,1900,READY,Tenant HK,READY,1800,READY,"2,400",1800,2000,2200,1800,READY,2500,1900,1300,1300,1200,1200,READY,READY,2000,1500,1500,READY,READY,"1,900",READY,"2,000",N/A,READY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,2200,2100,,,
Mar 21,READY,1800,2200,READY,1700,1200,2000,2500,READY,Awaiting payment,1800,1900,"1,800",1700,READY,2200,1700,1800,2200,1700,2200,2100,2200,READY,1400,1600,1500,1800,1800,1400,1300,1600,1600,READY,1700,1600,1600,"1,800",1600,1900,1800,READY,1800,READY,READY,2400,1500,READY,READY,1600,2000,READY,READY,Tenant HK,1350,1700,1800,2200,1650,READY,READY,READY,2000,2200,2000,2200,READY,2300,2500,1800,1800,READY,1800,2000,READY,1800,2000,READY,READY,2300,2100,READY,1600,READY,2300,1800,READY,READY,READY,2200,READY,1850,1900,2500,2100,READY,1800,READY,READY,N/A,READY,READY,READY,N/A,1600,Ready,N/A,N/A,,,1800,1800,1700,1800,1800,1800,1300,2400,1500,"1,125","1,125",1700,2100,1500,1200,1250,READY,READY,3600,1900,READY,READY,READY,1800,READY,"2,400",1800,2000,2200,1800,READY,2500,1900,1300,1300,1200,1200,1500,READY,2000,1500,1500,READY,READY,"1,900",READY,"2,000",N/A,READY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,2200,2100,,,
Apr 21,READY,1800,2200,READY,1700,1200,2000,2500,READY,Awaiting payment,1800,1900,"1,800",1700,READY,2200,1700,1800,2200,1700,2200,2000,2200,READY,1400,1600,1500,1800,1800,1400,1300,1600,1600,READY,1700,1600,1600,1800,1600,1900,READY,READY,1800,READY,READY,2400,1500,2000,READY,1600,2000,READY,READY,Tenant HK,1350,1700,1800,2200,1650,READY,1900,READY,2000,2200,2000,2200,READY,2300,2500,1800,1800,READY,1800,2000,READY,1800,2000,READY,READY,2300,2100,READY,1600,1700,2300,1800,1600,READY,READY,2200,READY,1850,1900,2500,2100,READY,1800,READY,READY,N/A,READY,READY,READY,N/A,1600,1500,N/A,N/A,,,1800,1800,1700,1900,1800,1800,READY,2400,1500,"1,125","1,125",1700,2100,1500,1200,1250,READY,READY,3600,1900,READY,READY,READY,1800,READY,"2,400",1800,2000,2200,1800,READY,2500,1900,1300,1300,1200,1200,1500,READY,2000,1500,1500,READY,READY,"1,900",READY,"2,000",N/A,READY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,2200,2100,,,
May 21,READY,1800,2200,1700,1700,1200,2000,2500,READY,READY,1800,1900,"1,500",1700,READY,2200,1700,1800,2200,1700,2200,2000,2200,READY,1400,1600,1500,1800,1800,1400,1300,1600,UNPAID,READY,1700,1600,1600,READY,1600,1900,READY,READY,1800,READY,READY,2400,1500,2000,READY,1600,2000,READY,READY,READY,1350,1700,1800,2200,1650,READY,1900,READY,2000,2200,2000,2200,READY,2300,2500,1800,1800,READY,1800,2000,READY,1800,2000,3370,READY,2300,2100,READY,1600,Awaiting payment,2300,1800,1600,READY,READY,2200,READY,1850,1900,2500,2100,3370,1800,READY,READY,N/A,READY,READY,READY,N/A,1600,1500,N/A,N/A,,,1800,READY,1700,1900,1800,1800,READY,2400,1500,"1,125","1,125",1700,2100,1500,1200,1250,READY,READY,3600,1900,READY,READY,READY,1800,READY,"2,400",1800,READY,2200,1800,READY,2500,1900,1300,1300,1200,READY,1500,READY,2000,1500,1500,READY,READY,"1,900",READY,"2,000",N/A,READY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,2200,2100,,,
Jun 21,READY,1800,2200,1700,1700,1200,2000,2500,READY,READY,1800,1900,"1,500",1700,READY,2200,1700,1800,2200,1700,2200,2000,READY,READY,1400,1600,1500,1800,1800,1400,1300,1600,UNPAID,READY,1700,1600,1600,1800,1600,1900,READY,READY,1800,READY,READY,2400,1500,2000,READY,1600,2000,READY,READY,READY,1350,1700,1800,2200,1650,READY,1900,READY,2000,2200,2000,2200,READY,2300,2500,1800,1800,READY,1800,"2,000",1800,1800,2000,3370,READY,2300,2100,READY,1600,READY,2300,1800,1600,1300,1500,2200,READY,READY,1900,2500,2100,3370,1800,READY,READY,N/A,READY,READY,READY,N/A,1600,1500,N/A,N/A,,,1800,READY,1700,READY,1800,1800,READY,2400,Awaiting Payment,"1,125","1,125",1700,2100,1500,1200,1250,READY,READY,3600,1900,READY,READY,READY,1900,READY,"2,400",1800,READY,2200,1800,READY,2500,1900,1300,1300,1200,READY,1500,READY,READY,1500,1500,READY,READY,"1,900",READY,"2,000",N/A,READY,N/A,"2,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,2200,2100,,,
Jul 21,READY,1800,2200,1700,1700,1200,2000,2500,READY,READY,1800,1900,"1,500",1700,READY,2200,1700,1800,2200,1700,2200,2000,READY,READY,1400,1600,1500,1800,1800,1400,1300,1600,1600,1600,1700,1600,1600,1800,UNPAID,1900,READY,READY,1800,READY,READY,2400,1500,2000,READY,1600,2000,READY,READY,READY,1350,1700,1800,2200,1650,1700,1900,READY,2000,2200,2000,2200,READY,2300,2500,1800,1800,READY,1800,2000,2200,1800,2000,3370,READY,2300,2100,READY,1600,READY,2300,1800,1600,1300,1500,2200,2100,READY,1900,2500,2100,3370,1800,READY,READY,N/A,READY,READY,READY,N/A,1600,1500,N/A,N/A,,,1800,READY,1700,READY,1800,1800,READY,2400,Awaiting Payment,"1,125","1,125",1700,2100,1500,1200,1250,READY,READY,3600,1900,500,1500,READY,1800,READY,"2,400",1800,READY,UNPAID,1800,READY,2200,1900,1300,1300,1200,READY,1500,READY,READY,1500,1500,READY,READY,"1,900",READY,"2,000",N/A,READY,N/A,2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,2200,2100,,,
Aug 21,READY,1800,2200,1700,1700,1200,2000,2500,1700,READY,1800,"1,900","1,500",1700,READY,READY,1700,1800,2200,1700,2200,2000,2100,READY,1400,1600,1500,1800,1800,1400,1300,1600,UNPAID,1600,1700,1600,1600,1800,READY,1900,READY,READY,1800,READY,READY,2400,1500,2000,READY,1600,2000,READY,READY,1600,1350,1700,1800,2200,1650,1700,1900,READY,2000,2200,2000,2200,READY,2300,2500,1800,1800,1500,1800,2000,1800,1800,2000,3370,READY,2300,2100,READY,1600,READY,READY,1800,1600,1300,1500,2300,2100,READY,1900,READY,2100,3370,1800,READY,READY,N/A,READY,READY,READY,N/A,READY,1500,N/A,N/A,,,1800,READY,1700,READY,1800,1800,READY,2200,Awaiting Payment,"1,125","1,125",1700,2100,1500,1200,1250,READY,READY,3600,1900,READY,1500,READY,1800,READY,"2,400",1800,READY,UNPAID,1800,READY,2550,1900,1300,1300,1200,READY,1400,READY,READY,READY,1500,READY,READY,"1,900",READY,"2,000",2200,READY,1600,READY,N/A,2500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,READY,2100,,,
Sep 21,READY,1800,READY,1700,1700,1200,2000,2500,1700,2000,1800,"1,900",READY,1700,1500,READY,1700,1800,2200,1700,2200,2000,2100,READY,1400,READY,1500,1800,1800,1400,1300,READY,READY,1600,1700,1600,1600,1800,READY,1900,READY,READY,1800,READY,READY,2400,1500,2000,READY,1600,READY,"2,000",READY,1600,READY,1700,1800,2200,READY,1700,"1,900",READY,2000,2000,2000,2200,READY,2300,2500,1800,1800,1500,1800,2000,1800,1800,READY,3370,READY,2300,2100,READY,1600,READY,READY,1800,1600,1300,1500,2300,2100,1550,1900,2500,2100,3370,1800,READY,READY,2200,READY,1600,1800,N/A,1800,1500,N/A,2100,,,1800,READY,READY,"2,100",1800,1800,1700,2200,Awaiting Payment,"1,125","1,125",1700,2100,1500,1200,1250,READY,READY,READY,1900,READY,1500,READY,1800,READY,READY,1800,READY,READY,1800,READY,2550,1900,READY,1300,1200,READY,1500,1800,READY,READY,1500,READY,READY,"1,900",READY,"2,000",2200,READY,1600,READY,N/A,2500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,READY,2100,,,
Oct 21,READY,1800,READY,1700,1700,1200,2000,2500,1700,2000,"1,800","1,900",READY,1700,1500,READY,1700,1800,2200,READY,2200,2000,2100,READY,1400,READY,1500,1800,READY,1400,READY,READY,READY,1600,1700,1600,1600,1800,READY,1900,READY,READY,1800,READY,READY,2400,1500,2000,READY,1600,READY,2000,READY,1600,READY,READY,1800,2200,READY,1700,2000,1400,2000,2000,2000,2200,READY,2300,2500,1800,1800,1500,1800,2000,1800,1800,READY,3370,READY,2300,2100,READY,1600,READY,READY,1800,1600,1300,1500,2300,2100,1550,1900,2500,2100,3370,1800,READY,READY,2200,READY,1500,1800,N/A,1800,1500,N/A,2100,,,READY,READY,1700,2100,1800,1800,1700,2200,READY,"1,125","1,125",1700,READY,1500,1200,1250,READY,READY,READY,1900,1800,READY,READY,1800,READY,READY,1800,2000,READY,1800,READY,2550,1900,READY,1300,1200,READY,1500,1800,2000,READY,1500,1300,READY,"1,900",READY,"2,000",2200,READY,1700,READY,READY,2500,2000,2000,N/A,N/A,READY,READY,N/A,,,,,1900,2100,,,
Nov 21,READY,1800,READY,1700,1700,1200,2000,2500,1700,2000,"1,800","1,900",1800,1700,1500,READY,1700,1800,2200,READY,2200,2000,2100,READY,1400,READY,1500,1800,READY,1400,1300,READY,READY,1600,1700,1600,1600,1800,1500,1900,READY,READY,1800,READY,READY,2400,1500,2000,READY,1600,READY,2000,READY,1600,READY,READY,1800,2200,READY,1700,2000,1400,2000,2000,2000,2200,READY,2300,2500,1800,2200,1500,1800,2000,1800,1800,1950,3370,READY,2300,2100,READY,1600,READY,READY,1800,1600,1300,1500,2300,2100,1550,1900,2500,2100,3370,1800,1800,READY,2200,READY,1500,1800,N/A,1800,1500,N/A,2100,,,READY,READY,1700,2100,1800,1800,1700,2200,1400,"1,125","1,125",1700,1900,1500,1200,1250,READY,READY,3900,1900,1800,1600,READY,1800,READY,READY,1800,2000,READY,1800,READY,2550,1900,1000,1300,1200,READY,1000,1800,2000,READY,1500,1300,READY,"1,900",READY,"2,000",2200,2100,1700,READY,READY,2500,2000,2000,N/A,READY,1400,1600,N/A,,,,,1900,2100,,,
Dec 21,READY,1800,READY,1700,1700,1200,2000,2500,1700,2000,"1,800","1,900",1800,1700,1500,READY,1700,1800,READY,READY,2200,2000,2100,READY,1400,READY,1500,1800,READY,1400,1300,1800,READY,1600,1700,1600,1600,1800,1500,1900,READY,1900,READY,READY,READY,2400,1500,2000,READY,1600,READY,200,READY,1600,READY,READY,1800,2200,1600,1700,2000,1400,2000,2000,2000,2200,READY,2300,2500,1800,2200,1500,1800,2000,1800,1800,1950,3370,READY,2300,READY,READY,1600,READY,READY,1800,1600,1300,1500,2300,2100,1550,1900,2500,2100,3370,1800,1800,READY,2200,4200,1500,1800,N/A,1800,1500,N/A,2100,,,READY,1400,1700,2100,1800,1600,1700,2200,1400,"1,125","1,125",1700,1900,1500,1200,1250,READY,READY,3900,1900,1800,READY,READY,1800,READY,READY,1800,2000,READY,1800,READY,2550,1900,1000,1300,1200,READY,1500,1800,2000,READY,1500,1300,READY,"1,900",READY,"2,000",2200,2100,1700,READY,READY,2500,2000,2000,N/A,READY,1400,"1,600",N/A,,,,,1900,2000,,,
Jan 22,READY,1800,2000,1700,1700,1200,2000,2500,1700,2000,"1,800","1,900",1800,1700,1500,READY,1700,1800,READY,READY,READY,2000,2100,1700,Awaiting payment,READY,1500,1800,READY,1400,1300,3600,READY,1600,1700,1600,1600,1800,1500,1500,READY,1900,1650,READY,READY,2400,1500,2000,1800,READY,READY,2000,READY,1600,READY,READY,1800,2200,1600,1700,2000,1400,2000,2000,2000,2200,READY,2300,2500,1800,2200,1500,1800,2000,1800,1800,1950,3370,READY,2300,READY,1500,1600,READY,READY,1800,1600,1300,READY,2300,2100,1550,1900,2500,2100,3370,1800,1800,READY,2200,1600,1500,1800,N/A,1800,1500,READY,2100,,,1700,1400,1700,2100,1800,1600,1700,2200,1400,"1,125","1,125",1700,1900,1500,1200,1250,READY,READY,3900,1900,1800,READY,READY,1800,READY,READY,1800,2000,READY,READY,READY,2550,1900,1000,1300,1200,READY,1400,1800,2000,1300,1500,1300,UnLeasable,"1,900",READY,"2,000",2200,2100,1700,READY,READY,READY,2000,2000,N/A,READY,1400,"1,600",READY,N/A,N/A,N/A,N/A,1900,2000,,,
Feb 22,READY,1800,2000,1700,1700,1200,2000,2500,1700,2000,"1,800","1,900",1800,1700,1500,READY,1700,1800,READY,READY,READY,2000,2100,1700,1400,READY,1500,1800,READY,1400,1300,1800,READY,1600,1700,1600,1600,1800,1500,UNPAID,READY,1900,1650,READY,READY,2400,1500,2000,1800,READY,READY,2000,READY,1600,READY,READY,1800,2200,1600,1700,2000,1400,2000,2000,2000,2200,READY,2300,2500,1800,2200,1500,1800,2000,1800,1800,1950,3370,READY,2300,READY,1500,1600,READY,READY,READY,1600,1300,READY,2300,2100,1550,1900,2500,2100,3370,1800,1800,READY,2200,1600,1500,1800,N/A,1800,1500,READY,2100,,,1700,1400,1700,2100,1800,1600,1700,2200,1400,"1,125","1,125",READY,1900,1500,1200,1250,READY,READY,3900,1900,1800,READY,READY,1800,READY,READY,1800,2000,READY,READY,READY,2550,1900,1000,1300,1200,READY,2300,1800,2000,1300,1500,1300,UnLeasable,"1,900","1,400","2,000",READY,2100,1700,READY,READY,2300,2000,2000,N/A,READY,1400,"1,600",READY,N/A,N/A,N/A,N/A,1900,2000,,,
Mar 22,READY,1800,2000,1700,1700,1200,2000,2500,1700,"2,000","1,800","1,900",1800,1700,1500,1900,1700,1800,READY,READY,2340,2000,2100,1700,1400,READY,1500,1800,1600,1400,1300,1800,1300,1600,1700,1600,1600,1000,READY,UNPAID,READY,1900,1650,READY,READY,2400,READY,2000,1800,1600,READY,2000,READY,1600,READY,READY,1800,2200,1600,1700,2000,1400,,2000,2000,2200,READY,2300,2500,1800,2200,1500,1800,2000,1800,1800,1950,READY,1700,2300,READY,1500,1600,1900,READY,READY,1600,READY,READY,2200,2100,1550,1900,2500,2100,READY,1800,1800,READY,2200,1600,1500,1800,N/A,1800,1500,READY,2100,,,1700,1400,1700,2100,1800,1600,1700,2200,1400,"1,125","1,125",1500,1900,1500,1200,1250,READY,READY,3900,1900,1800,READY,READY,1800,READY,READY,READY,2000,READY,READY,READY,2550,1900,1000,1300,READY,READY,READY,1800,2000,1300,1500,1300,UnLeasable,"1,900",1400,"2,000",2000,2100,1700,READY,READY,2300,2000,2000,N/A,READY,1400,"1,600",READY,N/A,N/A,N/A,READY,1900,2000,,,
Apr 22,READY,1800,2000,1700,1700,1200,2000,2500,1700,"2,000","1,800","1,900",1800,1700,1500,1900,1700,1800,READY,READY,1660,2000,2100,1700,1400,READY,1500,1800,1600,1400,1300,1600,1300,1600,1700,1600,1600,1800,1400,1000,READY,1900,1650,READY,1600,2400,READY,2000,1800,1600,READY,2000,READY,1600,READY,READY,1800,2200,1600,1700,2000,1400,1700,2000,2000,2200,READY,2300,2500,1800,2200,1500,1800,2000,1800,1800,1950,READY,1700,2300,2000,1500,1600,1900,READY,1800,1600,READY,READY,2200,2100,1550,1900,2500,2100,READY,1800,1800,READY,2200,1600,1500,1800,N/A,1800,1500,READY,2100,,,1700,1400,1700,2100,1800,1600,1700,2200,1400,"1,125","1,125",1500,1900,1500,1200,1250,READY,READY,3900,1900,1800,READY,READY,1800,READY,READY,READY,2000,READY,READY,READY,2550,1900,1000,1300,READY,READY,READY,1800,2000,1300,1500,1300,UnLeasable,"1,900",1400,"2,000",2000,2100,1700,READY,READY,2300,2000,2000,N/A,READY,1400,"1,600",READY,N/A,N/A,N/A,READY,1900,2000,,,
May 22,READY,1800,1500,READY,1700,1200,2000,2500,1700,"2,000","1,800","1,900",1800,1700,1500,1900,1700,1800,READY,1800,2000,2000,2100,1700,1400,READY,1500,1800,1600,1400,1300,1800,1300,1600,1700,1600,UNPAID,1800,1500,UNPAID,READY,1900,1650,READY,1600,2400,READY,2000,1800,1600,READY,2000,READY,1600,READY,READY,1800,2200,1600,1700,2000,1400,1700,2000,2000,2200,READY,2300,2500,1800,READY,READY,1800,2000,1800,1800,1950,READY,1700,2300,2000,1500,1600,1900,READY,1800,1600,READY,READY,2200,2100,1550,1900,2500,2100,READY,1800,1800,READY,2200,1600,1500,1800,N/A,1800,1500,READY,2100,,,1700,1400,1700,2100,1800,1600,1700,2200,1400,"1,125","1,125",1500,1900,1500,1200,1250,READY,READY,3900,1900,1800,READY,READY,1800,READY,READY,READY,2000,READY,READY,READY,2550,1900,1000,1300,READY,READY,READY,1800,2000,1300,1500,1300,UnLeasable,"1,900",1400,"2,000",2000,2100,1700,READY,READY,2300,2000,2000,1350,1350,1400,"1,600",READY,N/A,N/A,N/A,READY,1900,2000,,,
Jun 22,READY,1800,2000,READY,1700,1200,2000,"2,500",1700,"2,000","1,800","1,950",1800,1700,1500,1900,1700,1800,READY,1800,2000,2000,2100,1700,1400,READY,1500,"1,800",1600,1400,1300,1600,1300,1600,1700,1600,READY,READY,1500,UNPAID,READY,1900,1650,READY,1600,2400,1600,2000,1800,1600,READY,2000,READY,1600,READY,1700,1800,2200,1600,1700,2000,1400,1700,2000,2000,2200,READY,2300,2500,1800,READY,1700,1800,2000,1800,1800,1950,READY,1700,2300,2000,1500,1600,1900,READY,1800,1600,READY,READY,2200,2100,1550,1900,2500,2100,READY,1800,1800,READY,2200,1600,1500,1800,N/A,1800,1500,1900,2100,,,1700,1400,1700,2100,1800,1600,1700,2200,1400,"1,125","1,125",1500,1900,1500,1200,1250,READY,READY,3900,1900,1800,READY,READY,1800,READY,READY,1700,2000,READY,READY,READY,2550,1900,1000,1300,READY,READY,READY,1800,2000,1300,1500,1300,UnLeasable,"1,900",1400,"2,000",2000,2100,1700,READY,READY,2300,2000,2000,1350,1350,1400,"1,600",READY,N/A,N/A,N/A,1900,1900,2000,,,
Jul 22,READY,1800,2000,READY,1700,1200,2000,"2,500",1700,"2,000","1,800","1,950",1800,1700,1500,1100,READY,READY,READY,1800,2000,2000,2100,1700,1400,READY,1500,1800,1600,1400,0,1600,1300,1600,1700,READY,READY,1700,1500,2000,READY,1900,1650,1600,1600,2400,1600,2000,1800,1600,READY,2000,READY,1600,READY,1700,1800,2200,1600,1700,2000,1400,1700,2000,2000,2200,READY,2300,2500,1800,1900,1700,1800,2000,1800,1800,1950,READY,1700,READY,2000,1500,1600,1900,READY,1800,1600,READY,READY,2200,2100,1550,1900,2500,2100,READY,1800,1800,READY,2200,1600,1500,1800,N/A,1800,1500,1900,2100,,,1700,1400,1700,2100,1800,1600,1700,2200,1400,"1,125","1,125",READY,1900,1500,1200,1250,READY,READY,3900,1900,1800,READY,READY,1800,READY,READY,READY,2000,READY,READY,READY,2550,1900,1000,1300,READY,READY,READY,1800,2000,1300,1500,1300,UnLeasable,"1,900",1400,"2,000",2000,2100,1700,READY,READY,2300,2000,2000,1350,1350,1400,"1,600",READY,N/A,N/A,N/A,1900,1900,2000,,,
Aug 22,READY,1800,2000,READY,1700,1200,UNPAID,"2,500",1700,"2,000","1,800","1,950",1800,1700,1500,UNPAID,1500,READY,READY,1800,2000,2000,2000,1700,1400,READY,1500,READY,1600,1400,0,1800,1300,1600,1700,READY,1500,1700,1500,2000,READY,UNPAID,1650,1600,1600,2400,1600,2000,1800,1600,READY,2000,READY,1600,READY,1700,1800,2200,1600,READY,2000,1400,1700,2000,2000,"2,200",READY,2300,2500,1800,1900,1700,1800,2000,1800,1800,1950,READY,1700,2100,2000,1500,1600,1900,READY,1800,1600,READY,READY,2200,"2,100",1550,1900,2500,2100,READY,1800,1800,READY,2200,1600,1500,1800,N/A,1800,1500,1900,2100,,,1700,READY,1700,2100,1800,1600,1700,2200,1400,"1,125","1,125","1,400",1900,1500,1200,1250,UnLeasable,READY,3900,1900,1800,READY,READY,1800,READY,READY,READY,2000,READY,READY,READY,2450,1900,1000,1300,READY,READY,"1,700",1800,2000,1300,1500,1300,UnLeasable,1900,1400,"2,000",2000,2100,2246,READY,READY,2300,2000,2000,1350,1350,1400,"1,600",READY,N/A,N/A,N/A,1900,1900,2000,,,
Sep 22,READY,1800,2000,READY,1700,1200,UNPAID,"2,500",1700,2000,1600,"1,950",1800,READY,READY,UNPAID,1500,1500,READY,1800,2000,2000,2000,1700,1400,READY,1500,2000,1600,1400,1300,1800,1300,1600,1700,READY,1500,1700,1500,2000,READY,READY,1650,1600,1600,"2,400",1600,2000,1800,1600,1400,READY,1800,1600,READY,1700,READY,2200,1600,READY,2000,1400,1700,2000,2000,2200,READY,2300,2500,1800,1900,1700,1800,2000,1800,1800,1950,2000,1700,2100,2000,1500,1600,1900,READY,1800,1600,READY,READY,2200,2100,1550,1900,2500,2100,READY,1800,1800,READY,2200,1600,1500,1700,N/A,1800,1500,1900,READY,,,1700,READY,1700,2100,1800,1600,1700,2200,1400,"1,125","1,125",1400,1900,1500,1200,1250,UnLeasable,READY,3900,1900,1800,READY,READY,1800,READY,READY,"1,600",2000,READY,1400,READY,2450,1900,1000,1300,READY,READY,1700,1800,2000,1300,1500,1300,UnLeasable,1900,1400,"2,000",2000,2100,1700,1700,READY,2300,2000,2000,1350,1350,READY,"1,600",READY,UnLeasable,UnLeasable,UnLeasable,1900,1900,2000,,,
Oct 22,READY,1800,2000,READY,1700,1200,UNPAID,"2,500",1700,"2,000","1,600","1,950",1800,READY,READY,UNPAID,1500,1500,READY,1800,2000,2000,2000,1700,1400,READY,1500,2000,1600,1400,1300,1800,1300,1600,1700,1500,1500,1700,1500,2000,READY,READY,1650,1600,1600,2400,1600,2000,1800,1600,1400,2000,1800,1600,READY,1700,1500,2200,1600,READY,"2,000",1400,1700,2000,2000,2200,READY,2300,2500,1800,1900,1700,1800,2000,1800,1800,1950,2000,1700,2100,2000,1500,1600,1900,READY,1800,1600,READY,READY,2200,2100,1550,1900,2500,2100,2100,1800,1800,READY,2200,1600,1500,1700,READY,1800,1500,1900,2300,,,1700,1400,READY,2100,1800,1600,1700,2200,1400,"1,125","1,125",1400,1900,1500,1200,1250,UnLeasable,READY,3900,1900,READY,READY,READY,1800,READY,READY,1600,2000,READY,1400,READY,2450,1900,1000,1300,READY,READY,1700,1800,2000,1300,1500,1300,UnLeasable,1900,1400,"2,000",2000,2100,1700,1700,READY,2300,READY,READY,1350,1350,READY,"1,600","2,000",UnLeasable,UnLeasable,UnLeasable,1900,"1,700",2000,,,
Nov 22,READY,1800,2000,READY,1700,1200,UNPAID,"2,500",1700,"2,000","1,600","1,950",1800,"1,500",1400,UNPAID,1500,1500,1500,1800,2000,2000,2000,1700,READY,READY,1500,2000,1600,1400,1300,1800,1300,1600,1700,1500,1500,1700,1500,2000,READY,READY,1650,1600,1600,2400,1600,2000,1800,1600,1400,2000,1800,1600,READY,1700,1500,2200,1600,READY,1500,1400,1700,2000,2000,2200,READY,2300,2500,1800,1900,1700,1800,2000,1800,1800,READY,2000,1700,2100,2000,1500,1600,1900,READY,1800,1600,READY,READY,2200,2100,1550,1900,2500,2100,2100,1800,1800,READY,2200,1600,1500,1700,2000,1800,1500,1900,2300,,,1700,1400,1800,2100,1800,1600,1700,2200,1400,"1,125","1,125",1400,1900,1500,1200,1250,UnLeasable,READY,3900,1900,READY,READY,READY,2100,READY,2000,1600,2000,READY,1400,READY,2450,1900,1000,1300,READY,READY,1700,1800,2000,1300,1500,1300,UnLeasable,1900,1400,"2,000",2000,2100,1700,1700,READY,2300,1300,1300,1350,1350,READY,1600,2000,UnLeasable,UnLeasable,UnLeasable,1900,1700,2000,,,
